,phone,name1,name2,levenshteinDistance,maxLength,normalized
4038,8002574725,EXCELLENT WAY MINISTRIES,ARANDAS TIRE HEADQUARTERS,21,25,0.84
4039,8002574725,EXCELLENT WAY MINISTRIES,BAYADA HOME HEALTH CARE,23,24,0.9583333333333334
4040,8002574725,EXCELLENT WAY MINISTRIES,CATCO,21,24,0.875
4041,8002574725,EXCELLENT WAY MINISTRIES,JEFFREY FOUNDATION CHILD CARE,24,29,0.8275862068965517
4042,8002574725,EXCELLENT WAY MINISTRIES,FIG CATERING LLC,20,24,0.8333333333333334
4043,8002574725,EXCELLENT WAY MINISTRIES,GULF COAST PAPER CO INC,21,24,0.875
4044,8002574725,EXCELLENT WAY MINISTRIES,BLUE WATER RAFTING,17,24,0.7083333333333334
4045,8002574725,EXCELLENT WAY MINISTRIES,LONG LEAF TECH SERVICES,18,24,0.75
4046,8002574725,EXCELLENT WAY MINISTRIES,PEIRSONPATTERSON LLP,22,24,0.9166666666666666
4047,8002574725,EXCELLENT WAY MINISTRIES,RATHDRUM CITY HALL,22,24,0.9166666666666666
4048,8002574725,EXCELLENT WAY MINISTRIES,SPERRY VAN NESS CLOVIS,20,24,0.8333333333333334
4049,8002574725,EXCELLENT WAY MINISTRIES,NAI OPTIMUM,20,24,0.8333333333333334
4050,8002574725,EXCELLENT WAY MINISTRIES,MEDINA INVESTMENTS INC,19,24,0.7916666666666666
4051,8002574725,EXCELLENT WAY MINISTRIES,"MBG INTERNATIONAL DESIGN, LLC.",24,30,0.8
4052,8002574725,EXCELLENT WAY MINISTRIES,H COX & SON INC,19,24,0.7916666666666666
4053,8002574725,EXCELLENT WAY MINISTRIES,SALZMANN LAW,21,24,0.875
4054,8002574725,EXCELLENT WAY MINISTRIES,THE OLD SOUTH CHURCH IN BOSTON,25,30,0.8333333333333334
4055,8002574725,EXCELLENT WAY MINISTRIES,DOLL & HOBBY SHOPPE,20,24,0.8333333333333334
4056,8002574725,EXCELLENT WAY MINISTRIES,DIGITAL FOCI INC,19,24,0.7916666666666666
4057,8002574725,EXCELLENT WAY MINISTRIES,BETHEL CHURCH,20,24,0.8333333333333334
4058,8002574725,EXCELLENT WAY MINISTRIES,MARK'S AUTOMOBILE SERVICE,22,25,0.88
4059,8002574725,EXCELLENT WAY MINISTRIES,HORN & ASSOCIATE,19,24,0.7916666666666666
4060,8002574725,EXCELLENT WAY MINISTRIES,TASHA POLIZZI,20,24,0.8333333333333334
4061,8002574725,EXCELLENT WAY MINISTRIES,GHIORSI & SORRENTI INCORPORATED,26,31,0.8387096774193549
4062,8002574725,EXCELLENT WAY MINISTRIES,SUPREME BEVERAGE COMPANY INC,24,28,0.8571428571428571
4063,8002574725,BENJAMIN ROSE INSTITUTE,NORTH BEACH CREATIVE,19,23,0.8260869565217391
4064,8002574725,BENJAMIN ROSE INSTITUTE,YWCA,22,23,0.9565217391304348
4065,8002574725,BENJAMIN ROSE INSTITUTE,PS 191 MAYFLOWER SCHOOL,21,23,0.9130434782608695
4066,8002574725,BENJAMIN ROSE INSTITUTE,KORTE CONSTRUCTION INC,21,23,0.9130434782608695
4067,8002574725,BENJAMIN ROSE INSTITUTE,THE MEADOWS OF NAPA VALLEY,22,26,0.8461538461538461
4068,8002574725,BENJAMIN ROSE INSTITUTE,THOMPSON FAMILY DRUG,19,23,0.8260869565217391
4069,8002574725,BENJAMIN ROSE INSTITUTE,DRIESENGA & ASSOCIATES INC,21,26,0.8076923076923077
4070,8002574725,BENJAMIN ROSE INSTITUTE,NORTHLAND PROCESS PIPING,19,24,0.7916666666666666
4071,8002574725,BENJAMIN ROSE INSTITUTE,"PETROS, JULIA C.",17,23,0.7391304347826086
4072,8002574725,BENJAMIN ROSE INSTITUTE,LEADER'S CASUAL FURNITURE,17,25,0.68
4073,8002574725,BENJAMIN ROSE INSTITUTE,PREMIER HAIR & BODY CARE,21,24,0.875
4074,8002574725,BENJAMIN ROSE INSTITUTE,WILLIAMS STEEL COMPANY,20,23,0.8695652173913043
4075,8002574725,BENJAMIN ROSE INSTITUTE,SUPREME ROOFING PRODUCTS INC,22,28,0.7857142857142857
4076,8002574725,BENJAMIN ROSE INSTITUTE,POWER ENGINEERING & MFG INC,22,27,0.8148148148148148
4077,8002574725,BENJAMIN ROSE INSTITUTE,NORTHWEST RESCUE,17,23,0.7391304347826086
4078,8002574725,BENJAMIN ROSE INSTITUTE,CHESAPEAKE LIGHTING ASSOCIATE,22,29,0.7586206896551724
4079,8002574725,BENJAMIN ROSE INSTITUTE,DATA-TEL CONSULTING LLC,20,23,0.8695652173913043
4080,8002574725,BENJAMIN ROSE INSTITUTE,CONSULTING ACTUARIES,19,23,0.8260869565217391
4081,8002574725,BENJAMIN ROSE INSTITUTE,ERX NETWORK LLC,20,23,0.8695652173913043
4082,8002574725,BENJAMIN ROSE INSTITUTE,ARANDAS TIRE HEADQUARTERS,20,25,0.8
4083,8002574725,BENJAMIN ROSE INSTITUTE,BAYADA HOME HEALTH CARE,17,23,0.7391304347826086
4084,8002574725,BENJAMIN ROSE INSTITUTE,CATCO,21,23,0.9130434782608695
4085,8002574725,BENJAMIN ROSE INSTITUTE,JEFFREY FOUNDATION CHILD CARE,23,29,0.7931034482758621
4086,8002574725,BENJAMIN ROSE INSTITUTE,FIG CATERING LLC,18,23,0.782608695652174
4087,8002574725,BENJAMIN ROSE INSTITUTE,GULF COAST PAPER CO INC,22,23,0.9565217391304348
4088,8002574725,BENJAMIN ROSE INSTITUTE,BLUE WATER RAFTING,18,23,0.782608695652174
4089,8002574725,BENJAMIN ROSE INSTITUTE,LONG LEAF TECH SERVICES,20,23,0.8695652173913043
4090,8002574725,BENJAMIN ROSE INSTITUTE,PEIRSONPATTERSON LLP,19,23,0.8260869565217391
4091,8002574725,BENJAMIN ROSE INSTITUTE,RATHDRUM CITY HALL,20,23,0.8695652173913043
4092,8002574725,BENJAMIN ROSE INSTITUTE,SPERRY VAN NESS CLOVIS,19,23,0.8260869565217391
4093,8002574725,BENJAMIN ROSE INSTITUTE,NAI OPTIMUM,15,23,0.6521739130434783
4094,8002574725,BENJAMIN ROSE INSTITUTE,MEDINA INVESTMENTS INC,17,23,0.7391304347826086
4095,8002574725,BENJAMIN ROSE INSTITUTE,"MBG INTERNATIONAL DESIGN, LLC.",23,30,0.7666666666666667
4096,8002574725,BENJAMIN ROSE INSTITUTE,H COX & SON INC,18,23,0.782608695652174
4097,8002574725,BENJAMIN ROSE INSTITUTE,SALZMANN LAW,20,23,0.8695652173913043
4098,8002574725,BENJAMIN ROSE INSTITUTE,THE OLD SOUTH CHURCH IN BOSTON,25,30,0.8333333333333334
4099,8002574725,BENJAMIN ROSE INSTITUTE,DOLL & HOBBY SHOPPE,19,23,0.8260869565217391
4100,8002574725,BENJAMIN ROSE INSTITUTE,DIGITAL FOCI INC,18,23,0.782608695652174
4101,8002574725,BENJAMIN ROSE INSTITUTE,BETHEL CHURCH,20,23,0.8695652173913043
4102,8002574725,BENJAMIN ROSE INSTITUTE,MARK'S AUTOMOBILE SERVICE,21,25,0.84
4103,8002574725,BENJAMIN ROSE INSTITUTE,HORN & ASSOCIATE,17,23,0.7391304347826086
4104,8002574725,BENJAMIN ROSE INSTITUTE,TASHA POLIZZI,18,23,0.782608695652174
4105,8002574725,BENJAMIN ROSE INSTITUTE,GHIORSI & SORRENTI INCORPORATED,22,31,0.7096774193548387
4106,8002574725,BENJAMIN ROSE INSTITUTE,SUPREME BEVERAGE COMPANY INC,24,28,0.8571428571428571
4107,8002574725,NORTH BEACH CREATIVE,YWCA,18,20,0.9
4108,8002574725,NORTH BEACH CREATIVE,PS 191 MAYFLOWER SCHOOL,21,23,0.9130434782608695
4109,8002574725,NORTH BEACH CREATIVE,KORTE CONSTRUCTION INC,16,22,0.7272727272727273
4110,8002574725,NORTH BEACH CREATIVE,THE MEADOWS OF NAPA VALLEY,20,26,0.7692307692307693
4111,8002574725,NORTH BEACH CREATIVE,THOMPSON FAMILY DRUG,20,20,1.0
4112,8002574725,NORTH BEACH CREATIVE,DRIESENGA & ASSOCIATES INC,21,26,0.8076923076923077
4113,8002574725,NORTH BEACH CREATIVE,NORTHLAND PROCESS PIPING,16,24,0.6666666666666666
4114,8002574725,NORTH BEACH CREATIVE,"PETROS, JULIA C.",18,20,0.9
4115,8002574725,NORTH BEACH CREATIVE,LEADER'S CASUAL FURNITURE,19,25,0.76
4116,8002574725,NORTH BEACH CREATIVE,PREMIER HAIR & BODY CARE,21,24,0.875
4117,8002574725,NORTH BEACH CREATIVE,WILLIAMS STEEL COMPANY,20,22,0.9090909090909091
4118,8002574725,NORTH BEACH CREATIVE,SUPREME ROOFING PRODUCTS INC,22,28,0.7857142857142857
4119,8002574725,NORTH BEACH CREATIVE,POWER ENGINEERING & MFG INC,22,27,0.8148148148148148
4120,8002574725,NORTH BEACH CREATIVE,NORTHWEST RESCUE,10,20,0.5
4121,8002574725,NORTH BEACH CREATIVE,CHESAPEAKE LIGHTING ASSOCIATE,24,29,0.8275862068965517
4122,8002574725,NORTH BEACH CREATIVE,DATA-TEL CONSULTING LLC,20,23,0.8695652173913043
4123,8002574725,NORTH BEACH CREATIVE,CONSULTING ACTUARIES,16,20,0.8
4124,8002574725,NORTH BEACH CREATIVE,ERX NETWORK LLC,16,20,0.8
4125,8002574725,NORTH BEACH CREATIVE,ARANDAS TIRE HEADQUARTERS,20,25,0.8
4126,8002574725,NORTH BEACH CREATIVE,BAYADA HOME HEALTH CARE,18,23,0.782608695652174
4127,8002574725,NORTH BEACH CREATIVE,CATCO,17,20,0.85
4128,8002574725,NORTH BEACH CREATIVE,JEFFREY FOUNDATION CHILD CARE,23,29,0.7931034482758621
4129,8002574725,NORTH BEACH CREATIVE,FIG CATERING LLC,18,20,0.9
4130,8002574725,NORTH BEACH CREATIVE,GULF COAST PAPER CO INC,19,23,0.8260869565217391
4131,8002574725,NORTH BEACH CREATIVE,BLUE WATER RAFTING,15,20,0.75
4132,8002574725,NORTH BEACH CREATIVE,LONG LEAF TECH SERVICES,15,23,0.6521739130434783
4133,8002574725,NORTH BEACH CREATIVE,PEIRSONPATTERSON LLP,19,20,0.95
4134,8002574725,NORTH BEACH CREATIVE,RATHDRUM CITY HALL,17,20,0.85
4135,8002574725,NORTH BEACH CREATIVE,SPERRY VAN NESS CLOVIS,19,22,0.8636363636363636
4136,8002574725,NORTH BEACH CREATIVE,NAI OPTIMUM,16,20,0.8
4137,8002574725,NORTH BEACH CREATIVE,MEDINA INVESTMENTS INC,19,22,0.8636363636363636
4138,8002574725,NORTH BEACH CREATIVE,"MBG INTERNATIONAL DESIGN, LLC.",27,30,0.9
4139,8002574725,NORTH BEACH CREATIVE,H COX & SON INC,16,20,0.8
4140,8002574725,NORTH BEACH CREATIVE,SALZMANN LAW,17,20,0.85
4141,8002574725,NORTH BEACH CREATIVE,THE OLD SOUTH CHURCH IN BOSTON,23,30,0.7666666666666667
4142,8002574725,NORTH BEACH CREATIVE,DOLL & HOBBY SHOPPE,17,20,0.85
4143,8002574725,NORTH BEACH CREATIVE,DIGITAL FOCI INC,17,20,0.85
4144,8002574725,NORTH BEACH CREATIVE,BETHEL CHURCH,15,20,0.75
4145,8002574725,NORTH BEACH CREATIVE,MARK'S AUTOMOBILE SERVICE,20,25,0.8
4146,8002574725,NORTH BEACH CREATIVE,HORN & ASSOCIATE,12,20,0.6
4147,8002574725,NORTH BEACH CREATIVE,TASHA POLIZZI,17,20,0.85
4148,8002574725,NORTH BEACH CREATIVE,GHIORSI & SORRENTI INCORPORATED,23,31,0.7419354838709677
4149,8002574725,NORTH BEACH CREATIVE,SUPREME BEVERAGE COMPANY INC,19,28,0.6785714285714286
4150,8002574725,YWCA,PS 191 MAYFLOWER SCHOOL,20,23,0.8695652173913043
4151,8002574725,YWCA,KORTE CONSTRUCTION INC,21,22,0.9545454545454546
4152,8002574725,YWCA,THE MEADOWS OF NAPA VALLEY,24,26,0.9230769230769231
4153,8002574725,YWCA,THOMPSON FAMILY DRUG,19,20,0.95
4154,8002574725,YWCA,DRIESENGA & ASSOCIATES INC,24,26,0.9230769230769231
4155,8002574725,YWCA,NORTHLAND PROCESS PIPING,23,24,0.9583333333333334
4156,8002574725,YWCA,"PETROS, JULIA C.",15,16,0.9375
4157,8002574725,YWCA,LEADER'S CASUAL FURNITURE,23,25,0.92
4158,8002574725,YWCA,PREMIER HAIR & BODY CARE,21,24,0.875
4159,8002574725,YWCA,WILLIAMS STEEL COMPANY,20,22,0.9090909090909091
4160,8002574725,YWCA,SUPREME ROOFING PRODUCTS INC,27,28,0.9642857142857143
4161,8002574725,YWCA,POWER ENGINEERING & MFG INC,26,27,0.9629629629629629
4162,8002574725,YWCA,NORTHWEST RESCUE,14,16,0.875
4163,8002574725,YWCA,CHESAPEAKE LIGHTING ASSOCIATE,27,29,0.9310344827586207
4164,8002574725,YWCA,DATA-TEL CONSULTING LLC,22,23,0.9565217391304348
4165,8002574725,YWCA,CONSULTING ACTUARIES,18,20,0.9
4166,8002574725,YWCA,ERX NETWORK LLC,14,15,0.9333333333333333
4167,8002574725,YWCA,ARANDAS TIRE HEADQUARTERS,24,25,0.96
4168,8002574725,YWCA,BAYADA HOME HEALTH CARE,20,23,0.8695652173913043
4169,8002574725,YWCA,CATCO,4,5,0.8
4170,8002574725,YWCA,JEFFREY FOUNDATION CHILD CARE,26,29,0.896551724137931
4171,8002574725,YWCA,FIG CATERING LLC,14,16,0.875
4172,8002574725,YWCA,GULF COAST PAPER CO INC,21,23,0.9130434782608695
4173,8002574725,YWCA,BLUE WATER RAFTING,16,18,0.8888888888888888
4174,8002574725,YWCA,LONG LEAF TECH SERVICES,22,23,0.9565217391304348
4175,8002574725,YWCA,PEIRSONPATTERSON LLP,19,20,0.95
4176,8002574725,YWCA,RATHDRUM CITY HALL,16,18,0.8888888888888888
4177,8002574725,YWCA,SPERRY VAN NESS CLOVIS,20,22,0.9090909090909091
4178,8002574725,YWCA,NAI OPTIMUM,11,11,1.0
4179,8002574725,YWCA,MEDINA INVESTMENTS INC,21,22,0.9545454545454546
4180,8002574725,YWCA,"MBG INTERNATIONAL DESIGN, LLC.",29,30,0.9666666666666667
4181,8002574725,YWCA,H COX & SON INC,14,15,0.9333333333333333
4182,8002574725,YWCA,SALZMANN LAW,11,12,0.9166666666666666
4183,8002574725,YWCA,THE OLD SOUTH CHURCH IN BOSTON,29,30,0.9666666666666667
4184,8002574725,YWCA,DOLL & HOBBY SHOPPE,18,19,0.9473684210526315
4185,8002574725,YWCA,DIGITAL FOCI INC,15,16,0.9375
4186,8002574725,YWCA,BETHEL CHURCH,12,13,0.9230769230769231
4187,8002574725,YWCA,MARK'S AUTOMOBILE SERVICE,24,25,0.96
4188,8002574725,YWCA,HORN & ASSOCIATE,14,16,0.875
4189,8002574725,YWCA,TASHA POLIZZI,12,13,0.9230769230769231
4190,8002574725,YWCA,GHIORSI & SORRENTI INCORPORATED,29,31,0.9354838709677419
4191,8002574725,YWCA,SUPREME BEVERAGE COMPANY INC,26,28,0.9285714285714286
4192,8002574725,PS 191 MAYFLOWER SCHOOL,KORTE CONSTRUCTION INC,22,23,0.9565217391304348
4193,8002574725,PS 191 MAYFLOWER SCHOOL,THE MEADOWS OF NAPA VALLEY,23,26,0.8846153846153846
4194,8002574725,PS 191 MAYFLOWER SCHOOL,THOMPSON FAMILY DRUG,21,23,0.9130434782608695
4195,8002574725,PS 191 MAYFLOWER SCHOOL,DRIESENGA & ASSOCIATES INC,23,26,0.8846153846153846
4196,8002574725,PS 191 MAYFLOWER SCHOOL,NORTHLAND PROCESS PIPING,21,24,0.875
4197,8002574725,PS 191 MAYFLOWER SCHOOL,"PETROS, JULIA C.",19,23,0.8260869565217391
4198,8002574725,PS 191 MAYFLOWER SCHOOL,LEADER'S CASUAL FURNITURE,22,25,0.88
4199,8002574725,PS 191 MAYFLOWER SCHOOL,PREMIER HAIR & BODY CARE,21,24,0.875
4200,8002574725,PS 191 MAYFLOWER SCHOOL,WILLIAMS STEEL COMPANY,21,23,0.9130434782608695
4201,8002574725,PS 191 MAYFLOWER SCHOOL,SUPREME ROOFING PRODUCTS INC,24,28,0.8571428571428571
4202,8002574725,PS 191 MAYFLOWER SCHOOL,POWER ENGINEERING & MFG INC,24,27,0.8888888888888888
4203,8002574725,PS 191 MAYFLOWER SCHOOL,NORTHWEST RESCUE,20,23,0.8695652173913043
4204,8002574725,PS 191 MAYFLOWER SCHOOL,CHESAPEAKE LIGHTING ASSOCIATE,25,29,0.8620689655172413
4205,8002574725,PS 191 MAYFLOWER SCHOOL,DATA-TEL CONSULTING LLC,23,23,1.0
4206,8002574725,PS 191 MAYFLOWER SCHOOL,CONSULTING ACTUARIES,23,23,1.0
4207,8002574725,PS 191 MAYFLOWER SCHOOL,ERX NETWORK LLC,20,23,0.8695652173913043
4208,8002574725,PS 191 MAYFLOWER SCHOOL,ARANDAS TIRE HEADQUARTERS,24,25,0.96
4209,8002574725,PS 191 MAYFLOWER SCHOOL,BAYADA HOME HEALTH CARE,21,23,0.9130434782608695
4210,8002574725,PS 191 MAYFLOWER SCHOOL,CATCO,20,23,0.8695652173913043
4211,8002574725,PS 191 MAYFLOWER SCHOOL,JEFFREY FOUNDATION CHILD CARE,26,29,0.896551724137931
4212,8002574725,PS 191 MAYFLOWER SCHOOL,FIG CATERING LLC,19,23,0.8260869565217391
4213,8002574725,PS 191 MAYFLOWER SCHOOL,GULF COAST PAPER CO INC,20,23,0.8695652173913043
4214,8002574725,PS 191 MAYFLOWER SCHOOL,BLUE WATER RAFTING,19,23,0.8260869565217391
4215,8002574725,PS 191 MAYFLOWER SCHOOL,LONG LEAF TECH SERVICES,21,23,0.9130434782608695
4216,8002574725,PS 191 MAYFLOWER SCHOOL,PEIRSONPATTERSON LLP,18,23,0.782608695652174
4217,8002574725,PS 191 MAYFLOWER SCHOOL,RATHDRUM CITY HALL,19,23,0.8260869565217391
4218,8002574725,PS 191 MAYFLOWER SCHOOL,SPERRY VAN NESS CLOVIS,19,23,0.8260869565217391
4219,8002574725,PS 191 MAYFLOWER SCHOOL,NAI OPTIMUM,21,23,0.9130434782608695
4220,8002574725,PS 191 MAYFLOWER SCHOOL,MEDINA INVESTMENTS INC,20,23,0.8695652173913043
4221,8002574725,PS 191 MAYFLOWER SCHOOL,"MBG INTERNATIONAL DESIGN, LLC.",25,30,0.8333333333333334
4222,8002574725,PS 191 MAYFLOWER SCHOOL,H COX & SON INC,19,23,0.8260869565217391
4223,8002574725,PS 191 MAYFLOWER SCHOOL,SALZMANN LAW,19,23,0.8260869565217391
4224,8002574725,PS 191 MAYFLOWER SCHOOL,THE OLD SOUTH CHURCH IN BOSTON,24,30,0.8
4225,8002574725,PS 191 MAYFLOWER SCHOOL,DOLL & HOBBY SHOPPE,18,23,0.782608695652174
4226,8002574725,PS 191 MAYFLOWER SCHOOL,DIGITAL FOCI INC,20,23,0.8695652173913043
4227,8002574725,PS 191 MAYFLOWER SCHOOL,BETHEL CHURCH,19,23,0.8260869565217391
4228,8002574725,PS 191 MAYFLOWER SCHOOL,MARK'S AUTOMOBILE SERVICE,21,25,0.84
4229,8002574725,PS 191 MAYFLOWER SCHOOL,HORN & ASSOCIATE,19,23,0.8260869565217391
4230,8002574725,PS 191 MAYFLOWER SCHOOL,TASHA POLIZZI,21,23,0.9130434782608695
4231,8002574725,PS 191 MAYFLOWER SCHOOL,GHIORSI & SORRENTI INCORPORATED,27,31,0.8709677419354839
4232,8002574725,PS 191 MAYFLOWER SCHOOL,SUPREME BEVERAGE COMPANY INC,25,28,0.8928571428571429
4233,8002574725,KORTE CONSTRUCTION INC,THE MEADOWS OF NAPA VALLEY,22,26,0.8461538461538461
4234,8002574725,KORTE CONSTRUCTION INC,THOMPSON FAMILY DRUG,19,22,0.8636363636363636
4235,8002574725,KORTE CONSTRUCTION INC,DRIESENGA & ASSOCIATES INC,19,26,0.7307692307692307
4236,8002574725,KORTE CONSTRUCTION INC,NORTHLAND PROCESS PIPING,17,24,0.7083333333333334
4237,8002574725,KORTE CONSTRUCTION INC,"PETROS, JULIA C.",17,22,0.7727272727272727
4238,8002574725,KORTE CONSTRUCTION INC,LEADER'S CASUAL FURNITURE,21,25,0.84
4239,8002574725,KORTE CONSTRUCTION INC,PREMIER HAIR & BODY CARE,21,24,0.875
4240,8002574725,KORTE CONSTRUCTION INC,WILLIAMS STEEL COMPANY,18,22,0.8181818181818182
4241,8002574725,KORTE CONSTRUCTION INC,SUPREME ROOFING PRODUCTS INC,17,28,0.6071428571428571
4242,8002574725,KORTE CONSTRUCTION INC,POWER ENGINEERING & MFG INC,18,27,0.6666666666666666
4243,8002574725,KORTE CONSTRUCTION INC,NORTHWEST RESCUE,17,22,0.7727272727272727
4244,8002574725,KORTE CONSTRUCTION INC,CHESAPEAKE LIGHTING ASSOCIATE,25,29,0.8620689655172413
4245,8002574725,KORTE CONSTRUCTION INC,DATA-TEL CONSULTING LLC,13,23,0.5652173913043478
4246,8002574725,KORTE CONSTRUCTION INC,CONSULTING ACTUARIES,17,22,0.7727272727272727
4247,8002574725,KORTE CONSTRUCTION INC,ERX NETWORK LLC,16,22,0.7272727272727273
4248,8002574725,KORTE CONSTRUCTION INC,ARANDAS TIRE HEADQUARTERS,24,25,0.96
4249,8002574725,KORTE CONSTRUCTION INC,BAYADA HOME HEALTH CARE,21,23,0.9130434782608695
4250,8002574725,KORTE CONSTRUCTION INC,CATCO,18,22,0.8181818181818182
4251,8002574725,KORTE CONSTRUCTION INC,JEFFREY FOUNDATION CHILD CARE,21,29,0.7241379310344828
4252,8002574725,KORTE CONSTRUCTION INC,FIG CATERING LLC,16,22,0.7272727272727273
4253,8002574725,KORTE CONSTRUCTION INC,GULF COAST PAPER CO INC,15,23,0.6521739130434783
4254,8002574725,KORTE CONSTRUCTION INC,BLUE WATER RAFTING,17,22,0.7727272727272727
4255,8002574725,KORTE CONSTRUCTION INC,LONG LEAF TECH SERVICES,20,23,0.8695652173913043
4256,8002574725,KORTE CONSTRUCTION INC,PEIRSONPATTERSON LLP,17,22,0.7727272727272727
4257,8002574725,KORTE CONSTRUCTION INC,RATHDRUM CITY HALL,19,22,0.8636363636363636
4258,8002574725,KORTE CONSTRUCTION INC,SPERRY VAN NESS CLOVIS,19,22,0.8636363636363636
4259,8002574725,KORTE CONSTRUCTION INC,NAI OPTIMUM,18,22,0.8181818181818182
4260,8002574725,KORTE CONSTRUCTION INC,MEDINA INVESTMENTS INC,16,22,0.7272727272727273
4261,8002574725,KORTE CONSTRUCTION INC,"MBG INTERNATIONAL DESIGN, LLC.",22,30,0.7333333333333333
4262,8002574725,KORTE CONSTRUCTION INC,H COX & SON INC,13,22,0.5909090909090909
4263,8002574725,KORTE CONSTRUCTION INC,SALZMANN LAW,19,22,0.8636363636363636
4264,8002574725,KORTE CONSTRUCTION INC,THE OLD SOUTH CHURCH IN BOSTON,24,30,0.8
4265,8002574725,KORTE CONSTRUCTION INC,DOLL & HOBBY SHOPPE,19,22,0.8636363636363636
4266,8002574725,KORTE CONSTRUCTION INC,DIGITAL FOCI INC,15,22,0.6818181818181818
4267,8002574725,KORTE CONSTRUCTION INC,BETHEL CHURCH,18,22,0.8181818181818182
4268,8002574725,KORTE CONSTRUCTION INC,MARK'S AUTOMOBILE SERVICE,21,25,0.84
4269,8002574725,KORTE CONSTRUCTION INC,HORN & ASSOCIATE,16,22,0.7272727272727273
4270,8002574725,KORTE CONSTRUCTION INC,TASHA POLIZZI,18,22,0.8181818181818182
4271,8002574725,KORTE CONSTRUCTION INC,GHIORSI & SORRENTI INCORPORATED,23,31,0.7419354838709677
4272,8002574725,KORTE CONSTRUCTION INC,SUPREME BEVERAGE COMPANY INC,19,28,0.6785714285714286
4273,8002574725,THE MEADOWS OF NAPA VALLEY,THOMPSON FAMILY DRUG,19,26,0.7307692307692307
4274,8002574725,THE MEADOWS OF NAPA VALLEY,DRIESENGA & ASSOCIATES INC,23,26,0.8846153846153846
4275,8002574725,THE MEADOWS OF NAPA VALLEY,NORTHLAND PROCESS PIPING,23,26,0.8846153846153846
4276,8002574725,THE MEADOWS OF NAPA VALLEY,"PETROS, JULIA C.",21,26,0.8076923076923077
4277,8002574725,THE MEADOWS OF NAPA VALLEY,LEADER'S CASUAL FURNITURE,23,26,0.8846153846153846
4278,8002574725,THE MEADOWS OF NAPA VALLEY,PREMIER HAIR & BODY CARE,20,26,0.7692307692307693
4279,8002574725,THE MEADOWS OF NAPA VALLEY,WILLIAMS STEEL COMPANY,22,26,0.8461538461538461
4280,8002574725,THE MEADOWS OF NAPA VALLEY,SUPREME ROOFING PRODUCTS INC,24,28,0.8571428571428571
4281,8002574725,THE MEADOWS OF NAPA VALLEY,POWER ENGINEERING & MFG INC,24,27,0.8888888888888888
4282,8002574725,THE MEADOWS OF NAPA VALLEY,NORTHWEST RESCUE,23,26,0.8846153846153846
4283,8002574725,THE MEADOWS OF NAPA VALLEY,CHESAPEAKE LIGHTING ASSOCIATE,23,29,0.7931034482758621
4284,8002574725,THE MEADOWS OF NAPA VALLEY,DATA-TEL CONSULTING LLC,21,26,0.8076923076923077
4285,8002574725,THE MEADOWS OF NAPA VALLEY,CONSULTING ACTUARIES,21,26,0.8076923076923077
4286,8002574725,THE MEADOWS OF NAPA VALLEY,ERX NETWORK LLC,19,26,0.7307692307692307
4287,8002574725,THE MEADOWS OF NAPA VALLEY,ARANDAS TIRE HEADQUARTERS,23,26,0.8846153846153846
4288,8002574725,THE MEADOWS OF NAPA VALLEY,BAYADA HOME HEALTH CARE,21,26,0.8076923076923077
4289,8002574725,THE MEADOWS OF NAPA VALLEY,CATCO,24,26,0.9230769230769231
4290,8002574725,THE MEADOWS OF NAPA VALLEY,JEFFREY FOUNDATION CHILD CARE,24,29,0.8275862068965517
4291,8002574725,THE MEADOWS OF NAPA VALLEY,FIG CATERING LLC,20,26,0.7692307692307693
4292,8002574725,THE MEADOWS OF NAPA VALLEY,GULF COAST PAPER CO INC,21,26,0.8076923076923077
4293,8002574725,THE MEADOWS OF NAPA VALLEY,BLUE WATER RAFTING,22,26,0.8461538461538461
4294,8002574725,THE MEADOWS OF NAPA VALLEY,LONG LEAF TECH SERVICES,21,26,0.8076923076923077
4295,8002574725,THE MEADOWS OF NAPA VALLEY,PEIRSONPATTERSON LLP,21,26,0.8076923076923077
4296,8002574725,THE MEADOWS OF NAPA VALLEY,RATHDRUM CITY HALL,20,26,0.7692307692307693
4297,8002574725,THE MEADOWS OF NAPA VALLEY,SPERRY VAN NESS CLOVIS,22,26,0.8461538461538461
4298,8002574725,THE MEADOWS OF NAPA VALLEY,NAI OPTIMUM,22,26,0.8461538461538461
4299,8002574725,THE MEADOWS OF NAPA VALLEY,MEDINA INVESTMENTS INC,23,26,0.8846153846153846
4300,8002574725,THE MEADOWS OF NAPA VALLEY,"MBG INTERNATIONAL DESIGN, LLC.",24,30,0.8
4301,8002574725,THE MEADOWS OF NAPA VALLEY,H COX & SON INC,20,26,0.7692307692307693
4302,8002574725,THE MEADOWS OF NAPA VALLEY,SALZMANN LAW,21,26,0.8076923076923077
4303,8002574725,THE MEADOWS OF NAPA VALLEY,THE OLD SOUTH CHURCH IN BOSTON,23,30,0.7666666666666667
4304,8002574725,THE MEADOWS OF NAPA VALLEY,DOLL & HOBBY SHOPPE,22,26,0.8461538461538461
4305,8002574725,THE MEADOWS OF NAPA VALLEY,DIGITAL FOCI INC,22,26,0.8461538461538461
4306,8002574725,THE MEADOWS OF NAPA VALLEY,BETHEL CHURCH,23,26,0.8846153846153846
4307,8002574725,THE MEADOWS OF NAPA VALLEY,MARK'S AUTOMOBILE SERVICE,24,26,0.9230769230769231
